age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,cd_account,securities,TransactionFrequency,Recency,AverageTransactionAmount,month,day
23,student,single,secondary,no,234,1,0,cellular,33,5,354,7,other,no,0,0,1,50,1840,may,18
29,admin.,single,secondary,no,306,1,0,cellular,774,4,-1,0,unknown,yes,0,0,1,75,650,may,18
30,services,divorced,secondary,no,1336,1,0,cellular,13,3,355,5,failure,no,0,0,1,42,820,may,18
30,admin.,single,secondary,no,3068,1,0,cellular,227,2,-1,0,unknown,no,0,0,2,40,1494.77,may,18
47,services,divorced,secondary,no,-1730,1,1,cellular,178,3,-1,0,unknown,no,0,0,1,55,70,may,18
54,retired,divorced,secondary,no,451,0,1,cellular,42,4,280,5,failure,no,0,0,1,80,5663,may,18
34,technician,divorced,secondary,no,17,1,0,cellular,375,3,-1,0,unknown,no,0,0,1,47,368,may,18
28,technician,single,secondary,no,3,0,0,telephone,40,8,349,6,failure,no,0,0,1,75,200,may,18
38,management,single,tertiary,no,2368,1,0,cellular,241,3,-1,0,unknown,no,0,0,1,37,222,may,18
28,blue-collar,single,secondary,no,2528,1,0,cellular,190,8,-1,0,unknown,no,0,0,1,39,50,may,18
30,management,single,tertiary,no,2017,1,0,cellular,213,4,-1,0,unknown,no,0,0,1,80,122,may,18
36,technician,single,secondary,no,23,1,0,cellular,69,2,333,2,failure,no,0,0,1,37,5.65,may,18
37,blue-collar,married,secondary,no,139,1,0,cellular,412,5,-1,0,unknown,no,0,0,1,64,85,may,18
36,blue-collar,married,primary,no,106,1,0,cellular,31,6,-1,0,unknown,no,0,0,1,37,132,may,18
35,blue-collar,single,secondary,no,-295,1,1,cellular,173,2,-1,0,unknown,no,0,0,1,64,963,may,18
27,blue-collar,single,secondary,no,2752,1,0,cellular,165,2,-1,0,unknown,no,0,0,2,41,421.465,may,18
29,management,single,tertiary,no,2637,1,0,cellular,179,3,-1,0,unknown,no,0,0,1,39,100,may,18
30,technician,single,secondary,no,778,1,0,cellular,22,2,346,2,failure,no,0,0,1,71,468,may,18
33,blue-collar,divorced,secondary,no,865,1,0,cellular,158,2,-1,0,unknown,no,0,0,1,64,50,may,18
27,blue-collar,single,secondary,no,179,1,0,cellular,74,2,-1,0,unknown,no,0,0,1,81,45,may,18
43,services,single,secondary,no,-63,1,0,cellular,92,3,374,1,other,no,0,0,1,70,650,may,18
35,management,single,tertiary,no,-292,1,0,cellular,166,2,272,6,failure,no,0,0,1,64,1330,may,18
23,blue-collar,single,secondary,no,668,1,0,cellular,857,3,-1,0,unknown,no,0,0,1,75,175,may,18
40,technician,married,tertiary,no,1034,1,0,cellular,368,2,-1,0,unknown,no,0,0,1,24,299,may,18
25,blue-collar,single,primary,no,292,1,1,cellular,1027,2,-1,0,unknown,yes,0,0,1,75,1000,may,18
33,admin.,single,secondary,no,-371,1,1,cellular,221,2,350,4,other,no,0,0,1,80,950,may,18
24,services,single,secondary,no,1299,1,1,cellular,113,2,-1,0,unknown,no,0,0,1,54,500,may,18
25,blue-collar,single,secondary,no,320,1,0,cellular,549,3,-1,0,unknown,no,0,0,1,79,270,may,18
32,management,married,tertiary,no,1041,1,0,cellular,577,2,-1,0,unknown,no,0,0,3,46,172,may,18
28,entrepreneur,single,tertiary,no,224,1,0,cellular,567,2,-1,0,unknown,no,0,0,1,74,2000.79,may,18
27,unemployed,single,secondary,no,259,1,0,cellular,12,2,-1,0,unknown,no,0,0,1,72,322.28,may,18
42,blue-collar,married,primary,no,1687,1,0,cellular,14,3,178,3,other,no,0,0,1,45,3469.4,may,18
56,admin.,married,secondary,no,95,1,0,cellular,428,2,-1,0,unknown,no,0,0,1,68,600,may,18
40,technician,single,secondary,no,191,1,0,cellular,19,4,374,1,other,no,0,0,1,67,100,may,18
34,blue-collar,single,primary,no,4723,1,0,cellular,350,3,-1,0,unknown,no,0,0,1,68,1095,may,18
29,entrepreneur,single,tertiary,no,219,1,0,cellular,76,2,356,1,failure,no,0,0,1,66,248.01,may,18
30,retired,single,secondary,no,48,0,0,cellular,142,2,300,1,other,no,0,0,1,58,61,may,18
34,management,single,tertiary,no,-578,1,0,cellular,767,2,-1,0,unknown,yes,0,0,1,38,200,may,18
46,entrepreneur,divorced,tertiary,no,148,1,0,cellular,61,3,350,5,other,no,0,0,1,57,20,may,18
49,management,married,tertiary,no,3063,1,0,cellular,68,2,-1,0,unknown,no,0,0,1,61,96,may,18
33,blue-collar,married,secondary,no,139,1,1,cellular,732,2,291,5,failure,yes,0,0,1,38,50,may,18
22,management,single,tertiary,no,103,1,0,cellular,130,2,-1,0,unknown,no,0,0,1,72,30,may,18
32,technician,single,tertiary,no,2684,1,0,cellular,542,2,-1,0,unknown,yes,0,0,1,80,500,may,18
25,management,married,tertiary,no,127,1,0,cellular,695,2,-1,0,unknown,no,0,0,1,55,30,may,18
31,technician,single,tertiary,no,-241,1,0,cellular,333,2,355,1,failure,no,0,0,1,78,451,may,18
33,blue-collar,married,secondary,no,18,1,0,cellular,312,3,-1,0,unknown,no,0,0,1,68,18,may,18
33,technician,single,secondary,no,1279,1,0,cellular,239,2,349,3,success,no,0,0,1,61,20,may,18
29,management,married,tertiary,no,318,1,0,cellular,1434,2,356,4,failure,no,0,0,1,68,200,may,18
37,admin.,single,secondary,no,16,0,0,cellular,488,5,336,2,failure,no,0,0,1,61,30,may,18
34,blue-collar,married,secondary,no,355,1,0,cellular,189,3,348,3,failure,no,0,0,1,60,1355.2,may,18
23,student,single,secondary,no,2530,1,0,cellular,194,3,364,3,other,no,0,0,1,74,98,may,18
34,management,married,tertiary,no,1657,1,0,cellular,566,2,356,4,failure,no,0,0,1,49,1000,may,18
26,services,single,primary,no,-32,1,0,cellular,486,2,336,6,other,no,0,0,1,41,10,may,18
30,management,married,tertiary,no,1814,1,0,cellular,207,4,-1,0,unknown,no,0,0,1,50,500,may,18
37,blue-collar,married,secondary,no,-83,1,0,cellular,179,4,-1,0,unknown,no,0,0,1,58,11,may,18
28,blue-collar,married,primary,no,519,1,0,cellular,82,9,-1,0,unknown,no,0,0,1,67,476.12,may,18
22,student,single,primary,no,110,1,0,cellular,237,2,-1,0,unknown,no,0,0,1,48,860,may,18
35,admin.,single,secondary,no,181,1,0,cellular,217,4,301,1,failure,no,0,0,1,52,1453.89,may,18
51,blue-collar,single,primary,no,55,1,0,cellular,351,2,-1,0,unknown,no,0,0,1,43,160,may,18
33,management,single,secondary,no,219,1,0,cellular,19,4,-1,0,unknown,no,0,0,1,46,4152,may,18
27,entrepreneur,married,secondary,no,97,1,1,cellular,13,3,-1,0,unknown,no,0,0,1,73,297.54,may,18
29,blue-collar,married,secondary,no,1958,1,0,cellular,112,4,349,1,failure,no,0,0,2,38,226,may,18
34,admin.,married,secondary,no,393,1,0,cellular,222,4,355,1,failure,no,0,0,1,26,215,may,18
59,retired,divorced,primary,no,47,1,0,telephone,110,3,374,1,failure,no,0,1,1,58,1000,may,18
35,management,single,tertiary,no,9336,1,0,cellular,311,2,-1,0,unknown,no,0,0,1,44,500,may,18
27,blue-collar,single,secondary,no,294,1,0,cellular,466,2,-1,0,unknown,no,0,0,1,49,744,may,18
26,blue-collar,single,secondary,no,-350,1,0,cellular,80,3,329,3,failure,no,0,0,1,45,100,may,18
31,blue-collar,married,secondary,no,512,1,0,cellular,109,2,-1,0,unknown,no,0,0,1,61,1999,may,18
39,blue-collar,divorced,primary,no,815,1,0,cellular,22,3,-1,0,unknown,no,0,0,1,47,445,may,18
43,self-employed,married,secondary,no,487,1,0,telephone,54,2,279,4,failure,no,1,0,1,29,130,may,18
33,management,single,tertiary,no,1304,1,0,cellular,536,2,-1,0,unknown,yes,0,0,1,25,28000,may,18
38,blue-collar,married,primary,no,5643,1,0,cellular,106,2,362,1,failure,no,0,0,1,47,84,may,18
28,technician,single,secondary,no,-16,1,0,cellular,251,3,-1,0,unknown,no,0,0,1,70,10,may,18
45,admin.,single,secondary,no,2394,1,1,telephone,895,12,-1,0,unknown,no,0,0,1,70,1734,may,18
30,blue-collar,single,secondary,no,8950,1,0,cellular,11,4,355,1,other,no,0,0,1,37,42,may,18
45,admin.,married,secondary,no,14,0,1,cellular,8,9,353,5,failure,no,0,0,1,58,20,may,18
30,services,single,secondary,no,177,1,0,cellular,187,4,356,2,other,no,0,0,1,25,50,may,18
30,services,married,secondary,no,1808,1,0,cellular,83,2,-1,0,unknown,no,0,0,1,61,346,may,18
34,blue-collar,married,primary,no,-1,1,0,cellular,1057,6,355,1,other,yes,0,1,1,47,4.99,may,18
24,blue-collar,single,primary,no,174,1,0,cellular,22,3,-1,0,unknown,no,0,0,1,74,670,may,18
36,entrepreneur,married,secondary,no,246,1,0,cellular,427,4,-1,0,unknown,no,0,0,1,47,995.39,may,18
29,management,divorced,tertiary,no,559,1,0,cellular,6,4,-1,0,unknown,no,0,0,2,63,2849.5,may,18
36,blue-collar,single,primary,no,90,1,0,cellular,50,2,360,1,failure,no,0,0,1,67,150,may,18
48,blue-collar,married,secondary,no,5306,1,0,cellular,66,2,368,1,failure,no,0,0,1,79,62,may,18
28,services,single,secondary,no,129,1,0,cellular,32,2,-1,0,unknown,no,0,0,2,47,713.75,may,18
56,blue-collar,married,secondary,no,876,1,0,telephone,93,2,-1,0,unknown,no,0,0,1,53,1999,may,18
40,management,divorced,tertiary,no,-75,1,0,cellular,193,2,-1,0,unknown,no,0,0,1,47,50,may,18
47,services,married,secondary,no,49,1,0,cellular,250,4,-1,0,unknown,no,0,1,1,78,92,may,18
47,blue-collar,single,secondary,no,57,1,0,cellular,72,3,369,4,failure,no,0,0,1,70,1100,may,18
29,admin.,single,secondary,no,596,1,0,cellular,172,2,346,6,failure,no,0,0,1,67,1548,may,18
58,management,married,primary,no,76,1,0,telephone,54,4,-1,0,unknown,no,0,0,1,51,709,may,18
31,management,single,secondary,no,1310,1,0,cellular,12,2,-1,0,unknown,no,0,0,1,71,500,may,18
25,blue-collar,single,secondary,no,84,1,0,cellular,6,2,-1,0,unknown,no,0,0,1,42,200,may,18
29,management,married,tertiary,no,1387,1,0,cellular,256,2,-1,0,unknown,yes,0,0,2,40,197,may,18
34,blue-collar,married,secondary,no,463,1,0,cellular,11,11,360,4,failure,no,0,0,1,70,868,may,18
26,blue-collar,married,primary,no,172,1,0,cellular,410,3,354,3,failure,no,0,0,1,72,199,may,18
34,technician,married,secondary,no,118,1,0,cellular,53,4,262,2,failure,no,0,0,1,49,524,may,18
24,technician,single,secondary,no,-156,1,0,cellular,4,2,-1,0,unknown,no,0,0,1,37,10,may,18
33,self-employed,single,secondary,no,136,1,0,cellular,30,2,336,13,other,no,0,0,1,71,500,may,18
27,technician,single,secondary,no,78,1,1,cellular,5,2,-1,0,unknown,no,0,1,1,33,498,may,18
57,retired,married,primary,no,341,1,0,telephone,27,10,-1,0,unknown,no,0,0,1,24,1850,may,18
24,technician,single,secondary,no,-73,1,0,cellular,7,2,-1,0,unknown,no,0,0,1,75,20,may,18
28,admin.,single,primary,no,25,1,0,cellular,296,2,-1,0,unknown,no,0,0,1,52,1403,may,18
33,blue-collar,married,primary,no,-132,1,1,cellular,170,6,-1,0,unknown,no,0,0,1,60,2700,may,18
30,blue-collar,single,secondary,no,583,0,0,cellular,453,2,-1,0,unknown,no,0,0,1,52,500,may,18
28,services,married,secondary,no,38,1,0,cellular,16,5,355,3,other,no,0,0,1,65,100,may,18
34,blue-collar,single,primary,no,18,0,0,cellular,324,4,360,3,other,no,0,0,1,41,50,may,18
39,technician,married,secondary,no,6,1,0,cellular,122,3,357,4,failure,no,0,0,1,69,500,may,18
25,blue-collar,single,secondary,no,286,1,0,cellular,663,2,-1,0,unknown,no,0,0,1,70,263.8,may,18
51,services,married,primary,no,636,1,1,telephone,36,6,-1,0,unknown,no,0,0,2,74,125,may,18
24,blue-collar,single,secondary,no,-398,1,0,cellular,14,3,355,4,other,no,0,0,1,77,60,may,18
29,blue-collar,married,secondary,no,97,1,0,cellular,342,4,-1,0,unknown,no,0,0,2,59,265,may,18
27,technician,married,tertiary,no,176,1,0,cellular,10,2,350,7,other,no,0,0,1,65,37,may,18
22,services,married,secondary,no,817,1,0,cellular,128,3,-1,0,unknown,no,0,0,2,41,98.445,may,18
24,admin.,single,secondary,no,843,1,0,cellular,22,2,-1,0,unknown,no,0,0,1,55,50,may,18
32,admin.,divorced,secondary,yes,5,1,1,cellular,82,3,363,2,other,no,0,0,1,67,37,may,18
35,services,married,secondary,no,0,1,0,cellular,146,2,-1,0,unknown,no,0,0,1,64,3000,may,18
31,technician,married,secondary,no,-119,1,0,cellular,9,5,-1,0,unknown,no,0,0,1,68,486.51,may,18
31,entrepreneur,married,primary,no,-98,1,0,cellular,9,3,362,7,failure,no,0,0,1,73,30,may,18
31,admin.,single,secondary,no,-422,1,0,cellular,64,2,329,15,other,no,0,0,1,24,900,may,18
32,technician,married,secondary,no,580,1,0,cellular,8,4,279,2,other,no,0,0,1,62,150,may,18
30,blue-collar,divorced,primary,no,-258,1,0,cellular,18,2,-1,0,unknown,no,0,0,1,63,537.84,may,18
40,services,married,secondary,no,664,1,1,cellular,29,5,-1,0,unknown,no,0,0,1,53,4000,may,18
28,admin.,married,secondary,no,576,1,1,cellular,20,6,-1,0,unknown,no,0,0,1,55,130,may,18
31,unemployed,single,secondary,no,500,1,0,cellular,184,2,350,2,failure,no,0,0,1,58,100,may,18
31,blue-collar,single,primary,no,342,1,0,cellular,284,2,-1,0,unknown,no,0,0,1,67,787,may,18
40,blue-collar,married,secondary,no,503,1,1,cellular,24,2,-1,0,unknown,no,0,0,1,54,433,may,18
28,technician,single,tertiary,no,426,0,0,cellular,11,4,355,1,other,no,0,0,1,63,100,may,18
27,technician,single,secondary,no,155,1,0,cellular,26,4,-1,0,unknown,no,0,0,1,59,39,may,18
24,entrepreneur,single,secondary,no,69,1,0,cellular,35,3,-1,0,unknown,no,0,0,1,81,2000,may,18
32,admin.,single,tertiary,no,902,1,0,cellular,50,7,-1,0,unknown,no,0,0,1,39,100,may,18
49,admin.,married,secondary,no,880,1,1,cellular,22,3,-1,0,unknown,no,1,0,1,33,2527,may,18
27,technician,single,secondary,no,1842,1,1,cellular,687,2,300,1,failure,no,0,0,1,39,1789,may,18
24,services,married,secondary,no,183,1,0,cellular,453,4,-1,0,unknown,no,0,0,1,65,4900,may,18
35,technician,married,secondary,no,-706,1,1,cellular,44,2,-1,0,unknown,no,0,0,1,42,100,may,18
28,self-employed,married,secondary,no,-522,1,1,cellular,638,2,-1,0,unknown,yes,0,0,1,60,340,may,18
40,blue-collar,married,primary,no,592,1,0,cellular,80,3,350,2,failure,no,1,0,2,47,1434,may,18
29,blue-collar,single,secondary,no,1472,0,0,cellular,246,2,-1,0,unknown,no,0,0,1,76,250,may,18
57,services,married,secondary,no,668,1,1,telephone,12,5,-1,0,unknown,no,0,0,1,68,100,may,18
47,admin.,married,secondary,no,-121,1,1,cellular,167,4,314,4,failure,no,0,0,1,37,120,may,18
36,blue-collar,married,secondary,no,-173,1,0,cellular,197,3,-1,0,unknown,no,0,0,1,43,10,may,18
49,admin.,single,secondary,no,1150,1,0,cellular,126,2,355,1,failure,no,0,0,2,67,449.5,may,18
24,blue-collar,single,secondary,no,5482,1,0,cellular,424,2,-1,0,unknown,no,0,0,1,80,657.01,may,18
37,management,single,tertiary,no,10269,1,0,cellular,28,2,-1,0,unknown,no,0,0,1,58,34,may,18
32,technician,single,secondary,no,-472,1,1,cellular,121,2,-1,0,unknown,no,0,0,1,63,10,may,18
40,management,married,tertiary,no,198,1,0,cellular,214,5,364,8,failure,no,0,0,1,40,50,may,18
26,admin.,single,secondary,no,483,1,0,cellular,305,2,-1,0,unknown,no,0,0,1,81,641,may,18
33,self-employed,married,secondary,no,711,1,0,cellular,90,2,-1,0,unknown,no,0,0,2,25,111.5,may,18
22,services,single,secondary,no,236,1,0,cellular,236,2,-1,0,unknown,no,0,0,1,80,60,may,18
32,blue-collar,single,secondary,no,135,1,0,cellular,232,2,-1,0,unknown,no,0,0,1,43,50,may,18
37,admin.,single,secondary,no,176,1,0,cellular,80,2,-1,0,unknown,no,0,0,1,60,100,may,18
24,blue-collar,single,secondary,no,1421,1,0,cellular,209,2,-1,0,unknown,no,0,0,1,56,30,may,18
33,management,single,secondary,no,2955,1,0,cellular,178,2,-1,0,unknown,no,0,0,1,54,308,may,18
26,blue-collar,single,secondary,no,23,1,0,cellular,11,6,367,1,other,no,0,0,2,44,970,may,18
28,blue-collar,single,primary,no,426,1,0,cellular,953,3,-1,0,unknown,no,0,0,1,25,416.95,may,18
24,student,single,secondary,no,508,1,0,telephone,12,3,374,1,other,no,0,0,1,57,299,may,18
46,services,married,primary,no,116,1,0,cellular,267,4,341,3,failure,no,0,0,1,41,43,may,18
32,self-employed,single,secondary,no,518,1,0,cellular,34,7,-1,0,unknown,no,0,0,1,71,100,may,18
33,technician,single,secondary,no,-363,1,0,cellular,214,2,-1,0,unknown,no,0,0,1,69,50,may,18
48,blue-collar,divorced,secondary,no,-314,1,0,cellular,7,5,-1,0,unknown,no,0,0,1,47,490,may,18
30,admin.,single,secondary,no,2,1,0,telephone,56,9,-1,0,unknown,no,0,0,1,74,30,may,18
30,blue-collar,single,secondary,no,1837,1,0,cellular,109,2,-1,0,unknown,no,0,0,1,36,364,may,18
35,technician,single,secondary,no,-196,1,0,cellular,45,2,-1,0,unknown,no,0,0,1,62,500,may,18
35,technician,single,secondary,no,225,1,0,cellular,7,5,-1,0,unknown,no,0,0,1,69,100,may,18
38,technician,single,secondary,no,-242,1,0,cellular,1173,3,278,6,success,yes,0,0,1,42,196,may,18
29,blue-collar,married,primary,no,79,1,0,cellular,27,4,356,2,failure,no,0,0,1,40,200,may,18
38,management,divorced,tertiary,no,-199,1,0,cellular,15,3,-1,0,unknown,no,0,0,1,58,576,may,18
23,services,single,secondary,no,1393,1,1,cellular,42,8,-1,0,unknown,no,0,0,2,61,166.5,may,18
27,technician,single,secondary,no,292,1,0,telephone,45,4,-1,0,unknown,no,0,0,1,44,149,may,18
36,blue-collar,married,primary,no,1548,1,1,cellular,226,2,-1,0,unknown,no,0,0,1,65,500,may,18
25,services,married,secondary,no,121,1,0,cellular,477,3,356,3,other,no,0,1,1,80,395,may,18
24,services,single,secondary,yes,-1414,1,1,cellular,171,2,-1,0,unknown,no,0,0,1,50,280,may,18
31,blue-collar,single,secondary,no,1124,1,0,cellular,82,4,-1,0,unknown,no,0,0,3,45,924.6666667,may,18
29,management,single,tertiary,no,722,1,0,telephone,81,4,-1,0,unknown,no,0,0,2,53,514,may,18
35,services,single,secondary,no,719,1,0,cellular,1359,3,368,3,failure,yes,0,0,1,52,250,may,18
43,services,married,tertiary,no,519,1,0,cellular,715,6,-1,0,unknown,no,0,0,1,58,38,may,18
31,blue-collar,single,secondary,no,707,1,0,cellular,52,2,-1,0,unknown,no,0,0,1,53,20,may,18
42,services,married,secondary,no,1165,1,0,cellular,485,6,-1,0,unknown,no,0,0,1,33,100,may,18
38,technician,married,secondary,no,976,1,0,cellular,32,8,308,3,success,no,0,0,1,45,1000,may,18
26,admin.,single,secondary,no,236,1,1,cellular,8,2,-1,0,unknown,no,0,0,1,42,59,may,18
27,student,single,secondary,no,568,1,0,cellular,28,6,-1,0,unknown,no,0,0,1,62,100,may,18
28,admin.,single,secondary,no,0,1,1,cellular,390,5,-1,0,unknown,yes,0,0,1,40,27,may,18
38,services,divorced,secondary,no,710,1,0,cellular,1880,2,-1,0,unknown,no,0,0,1,75,1827,may,18
29,unemployed,single,tertiary,no,497,1,0,cellular,642,3,298,6,success,yes,0,0,1,43,299,may,18
20,blue-collar,single,secondary,no,76,1,0,cellular,639,2,-1,0,unknown,yes,0,0,1,39,480,may,18
28,blue-collar,married,secondary,no,1113,1,0,cellular,135,1,108,2,other,no,0,0,1,42,215,may,22
46,management,single,tertiary,no,6651,0,0,cellular,114,1,60,1,failure,no,0,0,1,21,67,may,22
42,blue-collar,married,secondary,no,366,1,0,cellular,324,1,106,1,failure,yes,0,0,1,62,800,may,22
45,admin.,divorced,secondary,no,397,1,1,cellular,582,1,95,2,success,yes,0,0,1,57,195.38,may,22
31,services,single,secondary,no,2252,0,0,cellular,394,1,-1,0,unknown,no,0,0,1,40,50,may,22
37,management,married,tertiary,no,3723,0,0,cellular,354,1,-1,0,unknown,yes,0,0,1,61,503.9,may,22
58,management,divorced,tertiary,no,4256,0,0,cellular,121,1,-1,0,unknown,no,0,0,2,40,1278,may,22
32,technician,single,tertiary,no,1625,0,0,cellular,796,1,109,1,failure,yes,0,0,2,51,352,may,22
27,student,single,secondary,no,1925,0,0,cellular,190,1,-1,0,unknown,no,0,0,1,67,300,may,22
59,admin.,married,secondary,no,106,0,0,cellular,186,1,-1,0,unknown,yes,0,0,1,80,4629,may,22
45,blue-collar,married,secondary,no,603,0,0,cellular,204,1,-1,0,unknown,no,1,0,1,38,500,may,22
31,management,single,tertiary,no,12607,0,0,cellular,150,1,-1,0,unknown,no,0,0,1,50,100,may,22
45,admin.,married,secondary,no,6971,0,0,cellular,119,1,-1,0,unknown,no,0,0,1,48,1400,may,22
24,management,single,tertiary,no,3197,0,0,cellular,172,1,-1,0,unknown,no,0,0,2,56,4020.225,may,22
33,management,married,tertiary,no,81,1,0,cellular,104,1,186,1,failure,no,1,0,1,46,100,may,22
27,management,single,tertiary,no,377,0,0,cellular,91,1,-1,0,unknown,no,0,0,1,74,500,may,22
39,management,married,secondary,no,18,1,0,cellular,230,1,-1,0,unknown,no,0,0,1,38,50,may,22
38,self-employed,married,secondary,no,8094,0,0,cellular,94,7,-1,0,unknown,no,0,0,2,26,355,may,22
30,management,married,tertiary,no,877,0,0,cellular,122,2,108,3,failure,no,0,0,1,59,27,may,22
54,technician,married,tertiary,no,1188,1,0,cellular,89,1,-1,0,unknown,no,1,0,1,73,500,may,22
36,technician,single,secondary,no,54,0,0,cellular,563,1,-1,0,unknown,no,0,0,1,45,1207,may,22
39,technician,married,secondary,no,2266,0,0,cellular,86,1,93,4,success,no,0,0,1,42,666.24,may,22
36,management,single,tertiary,no,490,0,0,cellular,72,1,-1,0,unknown,no,0,0,1,76,730.77,may,22
29,management,single,tertiary,no,265,0,0,cellular,491,1,-1,0,unknown,yes,0,0,1,63,1013,may,22
37,admin.,married,secondary,no,1314,1,0,cellular,74,1,14,9,failure,no,0,0,1,76,259,may,22
49,unemployed,married,tertiary,no,377,0,0,cellular,158,1,59,2,failure,no,0,0,1,70,10,may,22
37,services,married,secondary,no,1543,1,0,cellular,298,1,10,6,failure,yes,0,0,1,43,207,may,22
59,management,married,tertiary,no,2239,0,0,cellular,431,1,-1,0,unknown,yes,0,0,1,67,500,may,22
47,technician,married,secondary,no,3519,0,1,telephone,152,1,-1,0,unknown,no,0,0,1,40,2802,may,22
51,management,married,tertiary,no,0,1,0,cellular,168,1,-1,0,unknown,no,0,0,1,64,70,may,22
36,blue-collar,single,secondary,no,507,1,0,cellular,210,1,-1,0,unknown,no,0,0,1,46,1000,may,22
27,technician,divorced,secondary,no,1977,1,0,cellular,449,1,-1,0,unknown,yes,0,0,1,46,1417,may,22
34,admin.,married,tertiary,no,10,0,0,cellular,81,1,-1,0,unknown,no,0,0,1,42,55,may,22
59,management,divorced,tertiary,yes,0,0,0,cellular,239,1,-1,0,unknown,no,0,0,1,51,1070,may,22
31,services,single,secondary,no,658,0,0,cellular,100,1,-1,0,unknown,no,0,0,1,74,300,may,22
28,student,single,secondary,no,5916,0,0,cellular,259,1,63,5,failure,no,0,0,1,68,1800,may,22
39,management,single,tertiary,no,0,1,0,cellular,271,1,93,3,success,yes,0,0,1,49,147,may,22
58,retired,divorced,primary,no,720,0,0,telephone,250,1,94,4,success,no,1,0,3,51,477.1733333,may,22
59,services,single,secondary,no,0,0,0,cellular,320,1,-1,0,unknown,no,0,0,1,56,1600,may,22
58,retired,divorced,primary,no,1194,1,0,cellular,807,1,310,1,other,no,0,0,1,58,100,may,22
60,blue-collar,married,secondary,no,576,0,0,cellular,190,1,-1,0,unknown,no,1,0,1,72,518,may,22
43,services,married,secondary,no,2145,0,0,cellular,271,1,183,3,failure,yes,0,0,1,44,1,may,22
39,technician,married,secondary,no,116,0,0,cellular,554,2,-1,0,unknown,yes,0,0,1,49,27,may,22
39,management,married,tertiary,no,622,0,0,cellular,181,2,184,1,failure,no,0,0,1,68,435.3,may,22
54,management,married,tertiary,no,511,0,0,cellular,264,2,94,3,failure,no,0,0,1,54,220,may,22
45,management,single,tertiary,no,311,1,1,cellular,81,1,-1,0,unknown,no,0,0,1,60,1000,may,22
36,management,married,tertiary,no,332,1,0,cellular,566,7,-1,0,unknown,no,0,0,1,44,84.5,may,22
26,student,single,secondary,no,620,0,0,cellular,223,1,94,1,success,yes,0,0,1,74,377,may,22
35,management,married,tertiary,no,0,0,0,cellular,98,1,-1,0,unknown,no,0,0,1,68,1300,may,22
44,technician,married,secondary,no,2981,1,1,cellular,106,1,101,2,failure,no,0,0,1,81,11,may,22
39,management,single,tertiary,no,307,0,0,cellular,182,2,-1,0,unknown,yes,0,0,1,81,520,may,22
27,student,single,tertiary,no,3733,1,0,cellular,198,1,98,6,success,yes,0,0,1,60,300,may,22
46,services,married,secondary,no,1381,1,0,cellular,115,3,379,1,failure,no,0,0,1,52,251,may,22
32,services,single,secondary,no,3993,0,0,cellular,148,2,-1,0,unknown,yes,0,0,1,78,10,may,22
46,admin.,single,secondary,no,533,0,0,cellular,71,1,-1,0,unknown,no,1,1,1,66,472,may,22
29,management,single,tertiary,no,428,0,0,cellular,293,2,-1,0,unknown,yes,0,0,1,74,884.37,may,22
32,management,single,tertiary,no,23,0,0,cellular,137,2,-1,0,unknown,no,0,0,1,39,11999,may,22
36,unemployed,single,tertiary,no,953,1,0,cellular,169,1,94,2,other,no,0,0,2,61,46,may,22
42,management,married,primary,no,5310,1,0,cellular,545,2,186,1,success,yes,0,0,1,39,250,may,22
28,technician,single,secondary,no,1532,0,0,cellular,253,1,107,5,failure,no,0,0,1,79,2436.89,may,22
57,technician,married,secondary,no,573,1,1,cellular,105,2,-1,0,unknown,no,0,0,2,74,4864.2,may,22
30,entrepreneur,single,tertiary,no,999,0,0,cellular,157,3,-1,0,unknown,no,0,0,1,76,53,may,22
36,management,married,tertiary,no,255,0,0,cellular,970,2,92,2,other,yes,0,0,1,67,220,may,22
26,technician,married,tertiary,no,2026,0,0,cellular,43,1,-1,0,unknown,no,0,0,1,42,470,may,22
40,admin.,married,tertiary,no,1,1,0,telephone,249,3,-1,0,unknown,no,0,0,1,75,613,may,22
38,management,single,tertiary,no,4841,0,0,cellular,580,3,-1,0,unknown,no,0,0,1,66,140,may,22
27,management,single,tertiary,no,616,1,0,cellular,685,1,101,1,other,yes,0,0,1,33,50,may,22
39,unemployed,single,secondary,no,2208,0,0,telephone,23,2,-1,0,unknown,no,0,0,1,68,285,may,22
29,management,single,tertiary,no,7578,0,0,cellular,46,3,-1,0,unknown,no,0,0,1,67,1054,may,22
21,student,single,primary,no,1596,0,0,cellular,101,2,-1,0,unknown,no,0,0,1,64,72,may,25
31,admin.,single,secondary,no,554,1,0,cellular,97,3,103,2,failure,no,0,0,1,65,50,may,25
35,admin.,single,secondary,no,1810,1,0,cellular,65,2,-1,0,unknown,no,0,0,2,70,949.5,may,25
43,admin.,single,secondary,no,733,1,0,cellular,282,1,187,3,success,yes,0,0,1,76,448,may,25
39,technician,divorced,secondary,no,385,0,0,cellular,644,1,-1,0,unknown,no,0,0,1,46,400,may,25
54,blue-collar,married,primary,no,258,0,0,telephone,86,1,88,1,failure,no,1,0,1,42,4999,may,25
29,admin.,single,secondary,no,265,1,0,cellular,304,1,-1,0,unknown,no,0,0,1,41,1,may,25
